optS0 = -1603.15231614
tdS0 = -1603.06256775
optS1 = -1603.07083328
optR1 = -1603.0647392

Name     Definition    optS0    optS1    optR1
 D32   D(1,5,12,13) -0.00219  0.06216  0.52159
 D33   D(4,5,12,11) -0.01560  0.03041  0.60310
 D34   D(4,5,12,13)  3.14018 -3.05155 -2.46499
 D35    D(11,6,7,8) -0.01293 -0.00273  0.01540
 D36   D(11,6,7,24)  3.12646  3.13032 -3.14064
 D37    D(23,6,7,8) -3.12800 -3.12097 -3.08599
 D38   D(23,6,7,24)  0.01140  0.01209  0.04116
 D39   D(7,6,11,10)  0.00919  0.00761 -0.05899
 D40   D(7,6,11,12) -3.13683  3.13878 -3.13631
 D41  D(23,6,11,10)  3.12445  3.12602  3.04180
 D42  D(23,6,11,12) -0.02157 -0.02600 -0.03552
 D43     D(6,7,8,9)  0.00468 -0.00314  0.03053
 D44    D(6,7,8,25) -3.13576  3.14127 -3.13940
 D45    D(24,7,8,9) -3.13471 -3.13615 -3.09648
 D46   D(24,7,8,25)  0.00804  0.00826  0.01677
 D47    D(7,8,9,10)  0.00731  0.00397 -0.03053
 D48    D(7,8,9,26) -3.13066 -3.12615  3.09649
 D49   D(25,8,9,10) -3.13544 -3.14044  3.13941
 D50   D(25,8,9,26)  0.00978  0.01263 -0.01676
 D51   D(8,9,10,11) -0.01102  0.00107 -0.01541
 D52   D(8,9,10,27) -3.12250 -3.10713  3.08601
 D53  D(26,9,10,11)  3.12697  3.13124  3.14063
 D54  D(26,9,10,27)  0.01549  0.02304 -0.04115
 D55   D(9,10,11,6)  0.00277 -0.00678  0.05899
 D56  D(9,10,11,12) -3.13438 -3.13784  3.13631
 D57  D(27,10,11,6)  3.11445  3.10154 -3.04182
 D58 D(27,10,11,12) -0.02271 -0.02953  0.03550
 D59   D(6,11,12,5)  2.23669  2.35418 -3.13525
 D60  D(6,11,12,13) -0.91907 -0.84808 -0.07420
 D61  D(10,11,12,5) -0.90937 -0.79816  0.07375
 D62 D(10,11,12,13)  2.21806  2.28277  3.13479
 D63  D(5,12,13,14)  3.01890  2.94607  2.46497
 D64  D(5,12,13,17) -0.02751 -0.09086 -0.52163
 D65 D(11,12,13,14) -0.10858 -0.13675 -0.60313
 D66 D(11,12,13,17)  3.12819  3.10950  2.69346
 D67 D(12,13,14,15) -3.06200 -3.03932 -3.00596
 D68 D(12,13,14,28)  0.03539  0.04540  0.04875
 D69 D(17,13,14,15) -0.00612  0.00817 -0.00550
 D70 D(17,13,14,28)  3.09127  3.09288  3.04921
 D71 D(12,13,17,16)  3.07008  3.04792  3.02672
 D72 D(12,13,17,19) -0.09644 -0.15712 -0.11257
 D73 D(14,13,17,16)  0.00394 -0.01101  0.00370
 D74 D(14,13,17,19)  3.12060  3.06714 -3.13559
 D75 D(13,14,15,16)  0.00580 -0.00258  0.00521
 D76 D(13,14,15,40) -3.14064  3.13524 -3.13227
