optS0 = -1603.15431279
tdS0 = -1603.06429958
optS1 = -1603.07368808
optR1 = -1603.06736286

Name     Definition    optS0    optS1    optR1
 D26   D(4,3,30,32)  2.80535  3.05990  3.06157
 D27     D(3,4,5,1) -0.01336 -0.02423  0.00576
 D28    D(3,4,5,12)  3.12937  3.09269  3.00986
 D29    D(22,4,5,1)  3.13911  3.13059 -3.04945
 D30   D(22,4,5,12) -0.00134 -0.03567 -0.04535
 D31   D(1,5,12,11)  3.12510 -3.13871 -2.69546
 D32   D(1,5,12,13) -0.00289  0.06231  0.51955
 D33   D(4,5,12,11) -0.01775  0.03019  0.59714
 D34   D(4,5,12,13)  3.13744 -3.05198 -2.47103
 D35    D(11,6,7,8) -0.01302 -0.00242  0.01518
 D36   D(11,6,7,24)  3.12647  3.13100 -3.14023
 D37    D(23,6,7,8) -3.12776 -3.12173 -3.08688
 D38   D(23,6,7,24)  0.01174  0.01169  0.04090
 D39   D(7,6,11,10)  0.00919  0.00734 -0.05823
 D40   D(7,6,11,12) -3.13673  3.13865 -3.13438
 D41  D(23,6,11,10)  3.12411  3.12679  3.04320
 D42  D(23,6,11,12) -0.02181 -0.02508 -0.03295
 D43     D(6,7,8,9)  0.00474 -0.00321  0.03017
 D44    D(6,7,8,25) -3.13571  3.14119 -3.13904
 D45    D(24,7,8,9) -3.13474 -3.13659 -3.09747
 D46   D(24,7,8,25)  0.00799  0.00781  0.01650
 D47    D(7,8,9,10)  0.00737  0.00376 -0.03017
 D48    D(7,8,9,26) -3.13072 -3.12668  3.09748
 D49   D(25,8,9,10) -3.13536 -3.14064  3.13904
 D50   D(25,8,9,26)  0.00973  0.01211 -0.01649
 D51   D(8,9,10,11) -0.01116  0.00131 -0.01519
 D52   D(8,9,10,27) -3.12230 -3.10806  3.08690
 D53  D(26,9,10,11)  3.12694  3.13181  3.14021
 D54  D(26,9,10,27)  0.01581  0.02244 -0.04089
 D55   D(9,10,11,6)  0.00289 -0.00678  0.05823
 D56  D(9,10,11,12) -3.13436 -3.13799  3.13438
 D57  D(27,10,11,6)  3.11421  3.10269 -3.04323
 D58 D(27,10,11,12) -0.02305 -0.02852  0.03292
 D59   D(6,11,12,5)  2.24000  2.35117 -3.13597
 D60  D(6,11,12,13) -0.91519 -0.85085 -0.07475
 D61  D(10,11,12,5) -0.90596 -0.80102  0.07426
 D62 D(10,11,12,13)  2.22204  2.28014  3.13548
 D63  D(5,12,13,14)  3.02085  2.94957  2.47101
 D64  D(5,12,13,17) -0.02721 -0.08965 -0.51959
 D65 D(11,12,13,14) -0.10721 -0.13344 -0.59716
 D66 D(11,12,13,17)  3.12792  3.11053  2.69542
 D67 D(12,13,14,15) -3.06374 -3.04121 -3.00990
 D68 D(12,13,14,28)  0.03507  0.04486  0.04544
 D69 D(17,13,14,15) -0.00637  0.00833 -0.00579
 D70 D(17,13,14,28)  3.09244  3.09439  3.04956
 D71 D(12,13,17,16)  3.07153  3.04978  3.03042
 D72 D(12,13,17,19) -0.09198 -0.15651 -0.11174
 D73 D(14,13,17,16)  0.00409 -0.01098  0.00423
 D74 D(14,13,17,19)  3.12377  3.06590 -3.13793
 D75 D(13,14,15,16)  0.00605 -0.00286  0.00516
 D76 D(13,14,15,40) -3.14012  3.13519 -3.13304
 D77 D(28,14,15,16) -3.09159 -3.08724 -3.04934
 D78 D(28,14,15,40)  0.04543  0.05081  0.09565
 D79 D(14,15,16,17) -0.00369 -0.00402 -0.00260
 D80 D(14,15,16,29) -3.13676 -3.13206 -3.12682
 D81 D(40,15,16,17) -3.14083  3.14100  3.13570
 D82 D(40,15,16,29)  0.00930  0.01296  0.01147
 D83 D(14,15,40,41)  0.35487  0.09499  0.07690
 D84 D(14,15,40,42) -2.78502 -3.04516 -3.06218
 D85 D(16,15,40,41) -2.79218 -3.05081 -3.06066
 D86 D(16,15,40,42)  0.35111  0.09223  0.08344
 D87 D(15,16,17,13) -0.00025  0.00929 -0.00098
 D88 D(15,16,17,19) -3.11988 -3.06751  3.14121
 D89 D(29,16,17,13)  3.13366  3.13881  3.12521
 D90 D(29,16,17,19)  0.01404  0.06200 -0.01577
 D91  D(13,17,19,1)  0.19934  0.35880  0.64790
 D92 D(13,17,19,18)  2.28810  2.44754  2.70920
 D93 D(13,17,19,20) -1.86787 -1.71539 -1.41311
 D94  D(16,17,19,1) -2.96795 -2.85815 -2.49437
 D95 D(16,17,19,18) -0.87920 -0.76941 -0.43307
 D96 D(16,17,19,20)  1.24802  1.35084  1.72781
 D97  D(3,30,31,33)  3.13931  3.14109  3.13575
 D98  D(3,30,31,36) -0.01808 -0.00622 -0.01316
 D99 D(32,30,31,33) -0.00165  0.00122 -0.00338
D100 D(32,30,31,36)  3.12415  3.13710  3.13089
D101  D(3,30,32,34)  3.13970 -3.14056 -3.13603
D102  D(3,30,32,37) -0.01781 -0.00729 -0.00166
D103 D(31,30,32,34) -0.00252 -0.00071  0.00309
D104 D(31,30,32,37)  3.12315  3.13256  3.13746
D105 D(30,31,33,35)  0.00423 -0.00079  0.00120
D106 D(30,31,33,38)  3.13799  3.13933  3.13973
D107 D(36,31,33,35) -3.12176 -3.13673 -3.13316
D108 D(36,31,33,38)  0.01200  0.00338  0.00538
D109 D(30,32,34,35)  0.00408 -0.00023 -0.00065
D110 D(30,32,34,39)  3.13805  3.13907  3.13885
D111 D(37,32,34,35) -3.12178 -3.13361 -3.13511
D112 D(37,32,34,39)  0.01219  0.00570  0.00439
D113 D(31,33,35,34) -0.00264 -0.00019  0.00135
D114 D(31,33,35,50)  3.13873 -3.14126 -3.14114
D115 D(38,33,35,34) -3.13623 -3.14028 -3.13713
D116 D(38,33,35,50)  0.00513  0.00184  0.00357
D117 D(32,34,35,33) -0.00144  0.00070 -0.00162
D118 D(32,34,35,50)  3.14036 -3.14138  3.14080
D119 D(39,34,35,33) -3.13561 -3.13867 -3.14119
D120 D(39,34,35,50)  0.00619  0.00243  0.00123
D121 D(33,35,50,51)  0.00135 -0.00108  0.00313
D122 D(34,35,50,51) -3.14046  3.14103 -3.13933
D123 D(15,40,41,43) -3.13712 -3.14008 -3.13580
D124 D(15,40,41,46)  0.02102  0.00979  0.01307
D125 D(42,40,41,43)  0.00283  0.00013  0.00337
D126 D(42,40,41,46) -3.12221 -3.13319 -3.13095
D127 D(15,40,42,44) -3.14151  3.13990  3.13608
D128 D(15,40,42,47)  0.01619  0.00649  0.00166
D129 D(41,40,42,44)  0.00173 -0.00030 -0.00308
D130 D(41,40,42,47) -3.12375 -3.13371 -3.13750
D131 D(40,41,43,45) -0.00496  0.00013 -0.00121
D132 D(40,41,43,48) -3.13785 -3.13895 -3.13976
D133 D(46,41,43,45)  3.12027  3.13354  3.13320
D134 D(46,41,43,48) -0.01262 -0.00554 -0.00535
D135 D(40,42,44,45) -0.00412  0.00021  0.00065
D136 D(40,42,44,49) -3.13801 -3.13918 -3.13888
D137 D(47,42,44,45)  3.12155  3.13372  3.13516
D138 D(47,42,44,49) -0.01234 -0.00566 -0.00437
D139 D(41,43,45,44)  0.00250 -0.00023 -0.00133
D140 D(41,43,45,55) -3.13836 -3.14131  3.14116
D141 D(48,43,45,44)  3.13521  3.13880  3.13716
D142 D(48,43,45,55) -0.00565 -0.00228 -0.00354
D143 D(42,44,45,43)  0.00196  0.00006  0.00161
D144 D(42,44,45,55) -3.14031  3.14119 -3.14081
D145 D(49,44,45,43)  3.13605  3.13952  3.14120
D146 D(49,44,45,55) -0.00621 -0.00255 -0.00122
D147 D(43,45,55,56)  0.00035 -0.00032 -0.00316
D148 D(44,45,55,56) -3.14053 -3.14141  3.13930
D149 D(35,50,51,52)  3.13947  3.14131  3.13934
D150 D(35,50,51,53) -1.06734 -1.06598 -1.06781
D151 D(35,50,51,54)  1.06277  1.06518  1.06309
D152 D(45,55,56,57) -3.13967 -3.14110 -3.13932
D153 D(45,55,56,58) -1.06303 -1.06493 -1.06307
D154 D(45,55,56,59)  1.06716  1.06626  1.06783
