optS0 = -1374.17333792
tdS0 = -1374.0785332
optS1 = -1374.08649789
optR1 = -1374.08121667

Name     Definition    optS0    optS1    optR1
  D9   D(2,1,19,17)  3.09703  2.92384  2.47113
 D10   D(2,1,19,18)  1.01526  0.84025  0.41468
 D11   D(2,1,19,20) -1.11411 -1.28810 -1.75711
 D12   D(5,1,19,17) -0.20689 -0.42255 -0.65861
 D13   D(5,1,19,18) -2.28866 -2.50614 -2.71506
 D14   D(5,1,19,20)  1.86516  1.64870  1.39634
 D15     D(1,2,3,4) -0.00716 -0.00194  0.00682
 D16    D(1,2,3,30) -3.13643 -3.13008 -3.12898
 D17    D(21,2,3,4)  3.10118  3.09710  3.12884
 D18   D(21,2,3,30) -0.02809 -0.03104 -0.00696
 D19     D(2,3,4,5)  0.01313  0.01734 -0.01004
 D20    D(2,3,4,22) -3.13935 -3.14035  3.05158
 D21    D(30,3,4,5) -3.14114 -3.13817  3.12558
 D22   D(30,3,4,22) -0.01044 -0.01268 -0.09598
 D23   D(2,3,30,31)  2.76347  3.01814  3.02338
 D24   D(2,3,30,32) -0.37732 -0.12532 -0.12217
 D25   D(4,3,30,31) -0.36304 -0.10698 -0.11113
 D26   D(4,3,30,32)  2.77936  3.03274  3.02651
 D27     D(3,4,5,1) -0.01462 -0.02593  0.00966
 D28    D(3,4,5,12)  3.13496  3.08480  3.01242
 D29    D(22,4,5,1)  3.13759  3.13138 -3.05315
 D30   D(22,4,5,12)  0.00399 -0.04107 -0.05039
 D31   D(1,5,12,11)  3.12399 -3.12848 -2.68148
 D32   D(1,5,12,13) -0.00611  0.07580  0.55062
 D33   D(4,5,12,11) -0.02647  0.04728  0.61261
 D34   D(4,5,12,13)  3.12661 -3.03163 -2.43847
 D35    D(11,6,7,8) -0.01285 -0.00353  0.01462
 D36   D(11,6,7,24)  3.12662  3.12986 -3.14065
 D37    D(23,6,7,8) -3.12690 -3.12183 -3.08905
 D38   D(23,6,7,24)  0.01258  0.01156  0.03887
 D39   D(7,6,11,10)  0.00836  0.00901 -0.05660
 D40   D(7,6,11,12) -3.13802  3.14086 -3.13659
