optS0 = -1374.1754753
tdS0  = -1374.08066983
optS1 = -1374.0898445
optR1 = -1374.08420143

Name     Definition  -optS0_Value  -optS1_Value  -optR1_Value
 D99 D(32,30,31,33)       -0.0510        0.0511       -0.1759
D100 D(32,30,31,36)      178.9574      179.6265      179.2838
D101  D(3,30,32,34)      179.7138     -179.9374     -179.6341
D102  D(3,30,32,37)       -1.2098       -0.4620       -0.1634
D103 D(31,30,32,34)       -0.2245       -0.0365        0.1547
D104 D(31,30,32,37)      178.8519      179.4389      179.6254
D105 D(30,31,33,35)        0.2411       -0.0356        0.0856
D106 D(30,31,33,38)      179.8329      179.8869      179.9157
D107 D(36,31,33,35)     -178.7685     -179.6119     -179.3757
D108 D(36,31,33,38)        0.8233        0.3106        0.4545
D109 D(30,32,34,35)        0.3118        0.0064       -0.0432
D110 D(30,32,34,39)      179.9081      179.8637      179.8500
D111 D(37,32,34,35)     -178.7689     -179.4732     -179.5178
D112 D(37,32,34,39)        0.8274        0.3841        0.3754
D113 D(31,33,35,34)       -0.1550        0.0044        0.0297
D114 D(31,33,35,40)      179.8299     -179.9724      179.9605
D115 D(38,33,35,34)     -179.7448     -179.9178     -179.7997
D116 D(38,33,35,40)        0.2402        0.1054        0.1310
D117 D(32,34,35,33)       -0.1195        0.0101       -0.0508
D118 D(32,34,35,40)      179.8955      179.9869     -179.9816
D119 D(39,34,35,33)     -179.7137     -179.8465     -179.9435
D120 D(39,34,35,40)        0.3013        0.1303        0.1258
D121 D(15,41,42,44)     -179.7442     -179.8770      179.6745
D122 D(15,41,42,47)        1.2524        0.6387        0.1708
D123 D(43,41,42,44)        0.1901        0.0144       -0.1252
D124 D(43,41,42,47)     -178.8133     -179.4699     -179.6289
D125 D(15,41,43,45)     -179.9588      179.8857     -179.6510
D126 D(15,41,43,48)        1.0564        0.4139        0.8615
D127 D(42,41,43,45)        0.1071       -0.0050        0.1497
D128 D(42,41,43,48)     -178.8777     -179.4768     -179.3378
D129 D(41,42,44,46)       -0.3248       -0.0113        0.0306
D130 D(41,42,44,49)     -179.8674     -179.8737     -179.8674
D131 D(47,42,44,46)      178.6787      179.4739      179.5381
D132 D(47,42,44,49)       -0.8640       -0.3885       -0.3600
D133 D(41,43,45,46)       -0.2715       -0.0077       -0.0797
D134 D(41,43,45,50)     -179.8779     -179.8816     -179.9140
D135 D(48,43,45,46)      178.7176      179.4681      179.4094
D136 D(48,43,45,50)       -0.8887       -0.4058       -0.4249
D137 D(42,44,46,45)        0.1589       -0.0016        0.0425
D138 D(42,44,46,51)     -179.8043     -179.9750      179.9779
D139 D(49,44,46,45)      179.6993      179.8603      179.9400
D140 D(49,44,46,51)       -0.2638       -0.1131       -0.1246
D141 D(43,45,46,44)        0.1373        0.0110       -0.0181
D142 D(43,45,46,51)     -179.8995      179.9844     -179.9535
D143 D(50,45,46,44)      179.7416      179.8844      179.8155
D144 D(50,45,46,51)       -0.2953       -0.1422       -0.1199
